Kanji,Kana,POS,Meaning,Example
壁,かべ,n,wall; partition; barrier,"壁に書かないでください。
Don't write on the wall."
壊す,こわす,vt,to break; to destroy,"力を入れすぎて、鉛筆を壊してすみません。
I am sorry for using too much power and breaking your pencil."
壊れる,こわれる,vi,to be broken; to break,"力を入れすぎて、鉛筆が壊れました。
I used too much power and the pencil broke."
売り場,うりば,"n,adj-no","place where things are sold (sales counter, corner, etc.)","おもちゃ売り場は5階です。
The toy department is on the fifth floor."
変,へん,adj-na,strange; odd; weird,"いつも賑わっている店に誰もいなくて変ですね。
It is strage that there is no one in the store that is always lively."
変える,かえる,vt,to change; to alter,"この部屋は臭いから隣の部屋に変えてもいいですか？
This room smells, so may I change to the room next door?"
変わる,かわる,vi,to change,"最近先生が変わって、授業が厳しくなった。
The teacher has changed recently so the class has become strict."
夢,ゆめ,n,dream,"昨日変な夢を見ました。
I had a weird dream last night."
大事,だいじ,adj-na,important; valuable,"大事な書類なので、忘れないでね。
Don't forget the document because it is important."
大体,だいたい,"n-adv,n",generally; approximately,"この高校を卒業する人が大体大学生になります。
People who graduate from this high school generally become university students."
大分,だいぶ,adv,considerably; greatly; a lot,"田中さんが一所懸命に勉強したので、成績が大分上がりました。
Tanaka studied hard so his grades greatly improved."
大学生,だいがくせい,n,university student,"この高校を卒業する人が大体大学生になります。
People who graduate from this high school generally become university students."
天気予報,てんきよほう,n,weather forecast,"最近の10年に天気予報が良くなりました。
The weather forecast has become better in these past 10 years."
太る,ふとる,vi,to become fat,"最近私は食べ過ぎて太りました。
Recently I have eaten too much and gotten fat."
夫,おっと,n,husband,"今日夫がバイトしているので家にいないです。
My husband is working part-time today, so he is not home."
失敗,しっぱい,"n,adj-no,vs",failure,"勉強しなかったから日本語能力試験を失敗しました。
I failed the JLPT because I didn't study."
失礼,しつれい,"n,vs,adj-na | exp",impolite; rude | excuse me; I'm leaving,"上司と話したらそんな失礼な言い方を使わないでください。
Don't use such a rude tone when speaking to your superior."
女性,じょせい,"n,adj-no",woman; female,"ゆきが素敵な女性です。
Yuki is a splendid woman."
妻,つま,n,wife,"妻が工業で働いています。
My wife works at a factory."
始める,はじめる,vt,to start; to begin,"授業を始めます。
I will start class."
娘,むすめ,n,(my) daughter,"上の娘が12歳です。
My older daughter is 12 years old."
嬉しい,うれしい,adj-i,happy; glad,"プレゼントをもらったから嬉しかったです。
I was happy because I received a present."
子,こ,"n,n-suf",child,"あの子が時々煩いけど、大体優しいですよ。
That child is sometimes noisy, but mostly kind."
字,じ,n,character; letter | hand-writing,"この字の読み方が分かりますか？
Do you know the reading for this character?"
季節,きせつ,"n,adj-no",season,"雪が降るので、冬が一番好きな季節です。
Winter is my favorite season because it snows."
安全,あんぜん,"adj-na,n",safety; security,"地震があってもここは安全なので、安心してください。
This place is safe even if there is an earthquake, so have peack of mind"
安心,あんしん,"adj-na,n,vs",relief; peace of mind,"地震があってもここは安全なので、安心してください。
This place is safe even if there is an earthquake, so have peack of mind"
宜しい,よろしい,adj-i,good; OK,"宜しければ、明日の15時に会っていただけませんか？
If it is OK, will you meet me at 15:00 tomorrow?"
客,きゃく,n,customer; visitor,"お客さんが来ているので、お茶を入れましょう。
The customer has come, so let's make some tea."
家内,かない,n,(hum) wife | one's family,"家内は医師です。
My wife is a doctor."
寂しい,さびしい,adj-i,lonely,"友達がいないので寂しい。
I am lonely because I have no friends."
寄る,よる,vi,to drop by; to make a short visit,"店に寄ってから帰ります。
I will go home after dropping by the store."
寝坊,ねぼう,"n,vs",oversleeping,"遅れてすみません。今日寝坊してしまいました。
Sorry I am late.  I overslept today."
寺,てら,n,temple (Buddhist),"明日寺に行く。
I'll go to the temple tomorrow."
専門,せんもん,"n,adj-no",speciality; area of expertise,"珍しい病気なので、この病気を専門にしている医者の方が良いと思います。
This is a rare disease, so I think a doctor who specializes in it is better."
将来,しょうらい,"n-adv,n",future,"将来にどんな仕事をやりたいですか？
What kind of work do you want to do in the future."
尋ねる,たずねる,vt,to ask; to inquire; to investigate,"迷っているとき誰かに道を尋ねてください。
Please ask someone for directions when you are lost."
小学校,しょうがっこう,n,elementary school,"家の子供は来年小学校に入学します。
My child will enter elementary school next year."
小説,しょうせつ,"n,adj-no",novel; (short) story,"小説を書くのが趣味です。
Writing short stories is my hobby."
小鳥,ことり,n,small bird,"公園に小鳥の種類がたくさんいます。
There are many types of small birds at the park."
届ける,とどける,vt,to deliver,"郵便局の人に10時に荷物を届けてもらいました。
I had the person from the post office deliver my package at 10:00."
屋上,おくじょう,n,rooftop,"あのビルの屋上から見える夜景はきれいですよ。
The nighttime view from the rooftop of that building is beautiful."
展覧会,てんらんかい,n,exhibition,"有名な美術家の展覧会だから行ってみたい。
I want to try going because it is that famous artist's exhibition."
島,しま,n,island,"小さい島だから店が1つしかない。
It's a small island so there is only 1 store."
川,かわ,n,river; stream,"この川に魚がたくさんいるから釣りには良いです。
There are many fish in this river, so it is good for fishing."
工場,こうじょう、こうば,n,factory; plant; mill; workshop,"働いている会社は新しい工場をロシアで建てることにした。
The company where I work decided to build a new factory in Russia."
工業,こうぎょう,"n,adj-no",industry; industrial,"繊維工業
textile industry"
左側,ひだりがわ,n,left side,"椅子の左側にテーブルがあります。
There is a table on the left side of the chair."
差し上げる,さしあげる,vt,(hum) to give; to offer | to raise,"誰かに物を差し上げる。
To give something to a someone."
市,し,"n,n-suf",city,"この市に4つの小学校しかないです。
There are only 4 elementary schools in this city."
市民,しみん,n,city resident; townspeople,"市民なら市に税金を払わないといけません。
If you are a city resident you must pay taxes to the city."
布団,ふとん,n,futon,"朝御飯を食べる前に布団を片付けなさい。
Clean up the futon before you eat breakfast."
席,せき,n,seat,"席が空いていますか？
Are any seats available?"
帰り,かえり,n,return; coming back,"帰りで弁当を買う。
I will buy a bento on the way home."
店員,てんいん,"n,adj-no",clerk; salesperson,"キムのアルバイトはコンビニの店員です。
Kim's part time job is a convenience store clerk."
建てる,たてる,vt,to build; to construct,"働いている会社は新しい工場をロシアで建てることにした。
The company where I work decided to build a new factory in Russia."
引き出し,ひきだし,n,drawer,"鍵が引き出しに入っていると思ういます。
I think the keys are in the drawer."
引き出す,ひきだす,vt,to pull out; to bring out; to withdraw,"銀行口座からお金を引き出す。
I will withdraw money from the bank account."
引っ越す,ひっこす,vi,to move; to change residence,"10月末に引っ越す。
I will move at the end of October."
形,かたち,n,form; shape,"これはりんごの形なのに、オレンジの味がします。
This has the shape of an apple, but tastes like an orange."
役に立つ,やくにたつ,vi,to be useful,"この単語リストが役に立つですね？
This vocabulary list is useful, isn't it?"
彼,かれ,"pn,n",he; him,"彼はサンドイッチを食べている。
He is eating a sandwich."
彼ら,かれら,"pn,adj-no",they (usually male); them,"彼らは強いラグビーチームの選手です。
They are players on the strong rugby team."
彼女,かのじょ,"pn,n",she; her | girlfriend,"泥棒が彼女の車を盗んだ。
The robber stole her car."
御～,お、ご,pref,honorific prefix,"御嬢様
Miss; your daughter"
復習,ふくしゅう,"n,vs",review,"まだ覚えていない単語を復習してください。
Please review the vocabulary you have not yet memorized."
心,こころ,n,mind; heart; spirit,"あの切ない話を聞いて、心を痛めた。
My heart broke after hearing that sad story."
心配,しんぱい,"adj-na,n,vs",worry; concern,"何を心配していますか？
What are you worried about?"
必ず,かならず,adv,certainly; without fail,"出かける前に必ず電灯を消してください。
Please turn the lights off without fail before you go out."
必要,ひつよう,"adj-na,n",necessary,"必要な書類を忘れないでください。
Don't forget the necessary documents."
忘れ物,わすれもの,n,lost article; something forgotten,"忘れ物がある
To forget something"
怒る,おこる,vi,to get angry,"そんな悪いことを言ったら先生が怒るよ。
Sensei will get angry if you say sometime bad like that."
怖い,こわい,adj-i,scary; frightening,"ジョンが怒ると怖いよ。
John is scary when he gets angry."
思い出す,おもいだす,vt,to recall; to remember,"この写真を見て、学生時代を思い出しました。
I recalled my school days when I looked at this picture."
思う,おもう,vt,to think,"～と思う
To think that ～"
急,きゅう,adj-na,sudden; unexpected; urget,"雨が急に降りました。
It suddenly rained."
急ぐ,いそぐ,"vi,vt",to hurry; to rush,"もう遅いから急いで。
We are already late, so hurry up."
急行,きゅうこう,n,express (train),"急行に乗った方が早いですよ。
It is faster to ride the express."
恥ずかしい,はずかしい,adj-i,embarrassed; shameful; shy,"試験を失敗することが恥ずかしいから両親にまだ言っていない。
Failing the test is embarrassing, so I haven't told my parents yet."
息子,むすこ,n,son,"息子は来年2歳になります。
My son will be 2 years old next year."
悲しい,かなしい,adj-i,sad,"そんな悲しいことを言わないでください。
Don't say things that sad."
意見,いけん,"n,vs,adj-no",opinion,"自分の意見をはっきり言わないと誰も分かりません。
If you don't clearly state your opinion, no one will understand."
慣れる,なれる,vi,to get used to,"最初は大変だったんですが、毎日早く起きることに慣れました。
It was tough at first, but I have gotten used to waking up early everyday."
戦争,せんそう,"n,vs",war,"おじいさんが戦争で死にました。
My grandfather died in the war."
戻る,もどる,vi,to return; to go back,"1時間後戻ります。
I'll be back in 1 hour."
手伝う,てつだう,vt,to help; to assist,"ジョンはいつも手伝っていて、優しい人です。
Jon is always helping me and is a kind person."
手袋,てぶくろ,n,glove,"冬に手袋がないと手をポケットから出せない。
During winter I can't take my hand out of my pocket if I don't have gloves."
打つ,うつ,vt,to hit; to strike,"ボールを打つ
hit a ball"
払う,はらう,vt,"to pay (e.g. money, bill)","会計を払って帰りましょう。
Let's pay the bill and go home."
承知,しょうち,"n,vs",consent; acceptance,"彼は私が頼んだことを承知してくれました。
He agreed to my request."
技術,ぎじゅつ,n,technology; engineering | technique; skill,"最近AIの技術が進化しています。
AI technology has been advancing recently."
投げる,なげる,vt,to throw,"起こってもそれを投げちゃダメ！
Don't throw that even if you are angry!"
折る,おる,vt,to break; to fold,"書類を折らないでください。
Please don't fold the documents."
折れる,おれる,vi,to be broken; to be folded,"鳥の翼は折れていた。
The bird's wing was broken."
押し入れ,おしいれ,n,closet,"使っていない服は押し入れの隅にある。
The unused clothes are in the corner of the closet."
招待,しょうたい,"n,vs,adj-no",invitation,"友達をパーティに招待した。
I invited my friend to the party."
拝見,はいけん,"n,vs",(pol) to see; look at,"パスポートを拝見してもいいですか？
May I see your passport?"
拾う,ひろう,vt,to pick up; to gather,"落としたパンを拾ってください。
Please pick up the bread you dropped."
指,ゆび,n,finger; toe,"料理しているとき指を切らないように気を付けてください。
Please be careful not to cut your finger while cooking."
指輪,ゆびわ,n,ring (jewlery),"プロポーズする前に指輪を買いに行く。
I will go to buy a ring before proposing."
挨拶,あいさつ,"n,vs,adj-no",greeting; salutation,"仕事に着いたら、皆にちゃんと挨拶します。
I properly greet everyone when I arrave at work."
捕まえる,つかまえる,vt,to catch; to arrest; to seize,"警察が泥棒を捕まえた。
The police arrested the robber."
捨てる,すてる,vt,to throw away,"ゴミ箱に捨ててください。
Please throw it away in the trash can."
探す,さがす,vt,to search for,"鍵を10分も探しました。
I search for the keys for 10 minutes."
揺れる,ゆれる,vi,to shake; to sway,"地震で家が少し揺れました。
The house shook a bit from the earthquake."
支度,したく,"n,vs",preparation; arrangements,"旅行の支度はもう終わりましたか？
Are the preparations for the trip already finished?"
放送,ほうそう,"n,vs,adj-no",broadcast,"夕べあの番組が放送されました。
That program was broadcasted last night."
政治,せいじ,n,politics; government,"政治に関する意見
(one's) political views"
故障,こしょう,"n,vs",breakdown; failure; out of order,"この電話はまた故障しています。
This phone is broken again."
教会,きょうかい,n,church,"教会で結婚式をしたいです。
I want to have my wedding in a church."
教育,きょういく,"n,vs",education; schooling; training,"子供の教育がドンドン高くなっています。
Education for children is becoming more and more expensive."
数学,すうがく,n,mathematics,"数学が下手です。
I am not good at math."
文化,ぶんか,n,culture,"日本の文化に興味があるので、留学しました。
I am interested in Japanese culture, so I studied abroad."
文学,ぶんがく,n,literature,"大学でアメリカ文学を専攻しました。
I majored in American literature at college."
文法,ぶんぽう,"n,adj-no",grammar,"良い文法の本を知っていますか？
Do you know a good grammar book?"
新聞社,しんぶんしゃ,n,newspaper company,"読売は一番大きい日本の新聞社です。
The Yomiuri is the biggest newspaper company in Japan."
旅館,りょかん,n,Japanese-style lodging,"京都に行ったら、駅に近い旅館に泊まります。
When I go to Kyoto, I stay at a ryokan near the station."
日,ひ、にち,"n,ctr",sun | day; counter for days,"日が昇る。日が沈む。
The sun rises.  The sun sets."
日記,にっき,n,diary; journal,"毎日日記を書くようにしました。
I decided to write a diary everyday."
明日,あした、あす,n,tomorrow,"明日海に行くから、ビーチサンダルを持った方が良い。
We will go to the beach tomorrow, so you should bring beach sandals."
昔,むかし,"adj-no,n-adv,n",a long time ago,"昔の携帯電話はとても大きかったよね。
Cell phones from long ago were really big."
星,ほし,n,star,"東京にいたら見えないけど、田舎に行ったら星がいっぱい見えます。
When you are in Tokyo you can't see them, but if you go to the country side you can see many stars."
是非,ぜひ,"adv,n",certainly; definitely; without fail,"日本に留学する機会があれば、是非行ってください。
If you have the opportunity to study abroad in Japan, definitely go."
昼休み,ひるやすみ,n-adv,lunch (noon) break;,"キムが疲れたから昼休みに寝たそうです。
It seems Kim slept during lunch because she was tired."
昼間,ひるま,"n-adv,n",daytime; during the day,"昼間が暑いので、夕方まで待って出かけましょう。
It is hot during the day, so let's wait until night and go out."
時代,じだい,n,period; era; times,"高校時代にテニスをやりました。
I played tennis when I was in high school."
普通,ふつう,"adj-no,adv,n",usual; ordinary,"誕生日なので、普通のレストランより良いのに行きたいです。
It is my birthday, so I want to go somewhere better than an ordinary restaurant."
景色,けしき,"n,adj-no",scenery; scene; landscape,"旅館から美しい景色が見えます。
You can see beautiful scenery from the ryokan."
暖房,だんぼう,"n,vs",heating; heater,"寒いから暖房をつけても良いですか？
It is cold so may I turn on the heater?"
暮れる,くれる,vi,to get dark; to come to an end,"日が暮れる
to grow dark"
最も,もっとも,adv,most; extremely,"最も良い本はどれですか？
Which is the best book?"
最初,さいしょ,"adj-no,n-adv",beginning; first,"今朝誰が最初に来ましたか？
Who came first this morning?"
最後,さいご,"adj-no,n-adv",last; final,"昨日最後帰った人は誰ですか？
Who was the last to go home yesterday?"
最近,さいきん,"adj-no,n-adv",recently,"最近出た映画
the movie that came out recently"
月,つき,n,moon; (one) month,"今日の月が美しいです。
Today's moon is beautiful."
木綿,もめん,n,cotton (material),"シルクより木綿の方が安いです。
Cotton is cheaper than silk."
林,はやし,n,woods; thicket,"林の中で虫にさされた。
I was bitten by insects in the woods."
枝,えだ,n,branch; twig,"この枝が細いから折れやすいです。
This branch is skinny so it is easily broken."
柔らかい,やわらかい,adj-i,soft; tender,"この肉が柔らかくて美味しいです。
This meat is tender and delicious."
柔道,じゅうどう,n,judo,"子供の時柔道をやりました。
I did judo when I was a child."
校長,こうちょう,n,principal; headmaster,"あの学校で30年働いた田中さんはやっと校長になりました。
Tanaka-san, who worked at that school for 30 years, finally became the principal."
案内,あんない,"n,vs",guidance; showing around,"大阪に行ったら友達が案内してくれました。
My friend showed us around when we went to Osaka."
棚,たな,n,shelf; shelves,"読み終わったら、棚に置いてね。
Put it on the shelf when you are done reading it."
森,もり,n,forest,"森の中は暗くて怖いです。
Inside the forest is dark and scary."
植える,うえる,vt,to plant; to grow,"数年前りんごの木を植えたが、まだ小さい。
I planted an apple tree several years ago, but it is still small."
楽しみ,たのしみ,"adj-na,n",enjoyment; pleasure,"パソコンが壊れているからアニメを見る楽しみがない。
My PC broke, so I don't have the enjoyment of watching anime."
楽しむ,たのしむ,vi,to enjoy oneself; to have fun,"子供達が一日中外で遊んで楽しんでいた。
The children played outside all day and had fun."
構う,かまう,vi,to mind; to care about,"誰も使っていないので、この部屋で勉強しても構いません。
No one is using it, so I do not mind if you study in this room."
様,さま,suf,"honorific title (Mr., Mrs., etc.)","田中様がいらっしゃいますか？
Is Mr. Tanaka there?"
機会,きかい,n,chance; opportunity,"日本に留学する機会があれば、是非行ってください。
If you have the opportunity to study abroad in Japan, definitely go."
止む,やむ,vi,to cease; to stop,"雨が止んだから出かけましょう。
Let's go out because it stopped raining."
止める（とめる）,とめる,vt,to stop; to turn off; to park,"ガスを止めてください。
Please turn off the gas."
止める（やめる）,やめる,vt,to stop (an activity); to quit,"体に悪いからタバコを止める予定です。
Smoking is bad for my body, so I plan to stop."
正しい,ただしい,adj-i,right; correct,"ジョンは数学が下手だから質問を正しく答えられなかった。
Jon is bad at math, so he couldn't answer the question correctly."
正月,しょうがつ,n,New Year (esp. the first few days); January,"正月に旅行行きますか？
Will you go on vacation during New Years?"
歯医者,はいしゃ,n,dentist,"歯医者に行く前に歯を磨いた方が良いですよ。
You should brush your teeth before you go to the dentist."
歴史,れきし,"n,adj-no",history,"歴史の試験を失敗しました。
I failed the history test."
残る,のこる,vi,to remain,"クッキーが一個しか残っていない。
There is only one cookie left."
残念,ざんねん,"adj-na,n",bad luck; regret,"雨が降って動物園に行けなくて、残念だね。
It is regretable that it rained so we could not go to the zoo."
比べる,くらべる,vt,to compare,"この車とその車を比べてから決めましょう。
Let's decide after we compare this car and that car."
毛,け,n,hair; fur; feathers,"このウールが羊の毛から作ります。
This wool is made from sheep fur."
気,き,n,spirit; nature; mood,"気が良い
to be in a good mood"
気分,きぶん,n,feeling; mood,"気分が悪ければ医者に行ってください。
Please go to the doctor if you are feeling ill."
気持ち,きもち,n,feeling; sensation; mood,"プレゼントをもらったから嬉しい気持ちになった。
I was in a happy mood because I received a present."
水泳,すいえい,"n,vs,adj-no",swimming,"小学校のとき水泳をしました。
I did swimming when I was in elementary school."
水道,すいどう,n,water supply; water works,"いっぱい使ったから今月の水道の料金が高い。
This month's water bill is high because we used a lot."
汚れる,よごれる,vi,to become dirty,"落としてしまったタオルが汚れた。
The towel I dropped became dirty."
決して,けっして,adv,never; by no means,"手紙を出すことを決して忘れないでください。
By no means, forget to mail the letter.  (Be sure to mail the letter.)"
決まる,きまる,vi,to be decided,"仕事のスケジュールが決まったら連絡してください。
Please contact me when your work schedule is decided."
決める,きめる,vt,to decide,"この車とその車を比べてから決めましょう。
Let's decide after we compare this car and that car."
沸かす,わかす,vt,to boil,"お湯を沸かす
To boil water"
沸く,わく,vi,to boil,"お湯が沸いているよ。
The water is boiling."
治る,なおる,vi,to be cured; to get well,"風邪がやっと治りました。
My cold finally got better."
泊まる,とまる,vi,to stay at (e.g. hotel),"箱根の旅館に泊まりたい。
I want to stay at a Hakone ryokan."
法律,ほうりつ,"n,adj-no",law,"日本の法律が厳しいです。
Japanese laws are strict."
泥棒,どろぼう,"n,vs",thief; burglar,"警察官が泥棒を逮捕した。
The police arrested the thief."
注射,ちゅうしゃ,"n,vs",injection; shot,"医者が注射をした。
The doctor gave an injection."
注意,ちゅうい,"n,vs",caution; attention; warning,"今度レポートに名前を書くように注意してくださいね。
Please be careful to write your name on the report next time."
浅い,あさい,adj-i,shallow; superficial,"この池が浅いから立てるよ。
This pond is shallow so you can stand."
海岸,かいがん,"n,adj-no",coast; beach,"海岸に沿って彼女とドライブした。
I drove along the coast with my girlfriend."
消しゴム,けしごむ,n,eraser,"試験に予備の消しゴムを持って行けば良かった。
I should have taken a spare eraser to the test."
深い,ふかい,adj-i,deep | profound,"この湖が深いから気を付けてね。
This lake is deep, so be careful."
混む,こむ,vi,to be crowded; to get packed,"あの道がいつも混んでいるので、朝通らないようにしています。
That street is always crowded, so I make a point of not going through it in the morning."
済む,すむ,vi,to finish; to end,"旅行の準備は済みましたか？
Have you finished all the preparation for your trip?"
温かい,あたたかい,adj-i,warm,"喉が痛いとき温かい飲み物が欲しいです。
I want something warm to drink when my  throat is sore."
港,みなと,n,harbor; port,"船が港に入りました。
The boat entered the harbor."
湖,みずうみ,n,lake,"この湖が深いから気を付けてね。
This lake is deep, so be careful."
湯,ゆ,n,hot water,"お湯を沸かす
to boil water"
準備,じゅんび,"n,vs",preparation; arrangements,"これから晩ご飯の準備をするので、あそこでテレビをみて。
I will prepare dinner from now so watch TV over there."
滑る,すべる,vi,to slide; to slip,"この廊下は滑りやすいので、気を付けてください。
Please be careful because this hallway is slippery."
漫画,まんが,n,cartoon; comic,"テレビが壊れているから毎晩漫画を読んでいます。
My TV is broken, so I read cartoons every night."
漬ける,つける,vt,to pickle,"大根を漬ける。
I will pickel a radish"
濡れる,ぬれる,vi,to get wet,"雨で服が濡れたから着替えた。
I changed because my clothes got wet in the rain."
火,ひ,"n,n-suf",fire; flame,"弱い火で肉を焼いたら、柔らかくなります。
If you roast the meat on low heat, it will become soft."
火事,かじ,n,fire; conflagration,"火事があったので消防車が来た。
There was a fire so the fire truck came."
点,てん,"n,n-suf,ctr",spot; mark | score; points | number of points,"この宿題の重要な点は文法でした。
The important point of this homework was the grammar."
無くなる,なくなる,vi,to be lost (e.g. luggage); to be missing,"鉛筆が無くなったから貸して。
My pencil is missing, so lend me yours."
無理,むり,"adj-na,n,vs",impossible,"10分で3キロのステーキを食べるのは無理だよ。
It is impossible to eat 3 kg of steak in 10 minutes."
焼く,やく,vt,to burn | to roast; to grill,"弱い火で肉を焼いたら、柔らかくなります。
If you roast the meat on low heat, it will become soft."
焼ける,やける,vi,to burn; to be roasted,"肉がもう焼けたから火を止めて。
The meat is already roasted, so please turn off the stove."
熱,ねつ,n,heat; fever; passion,"風のとき39度の熱がありました。
I had a 39 degree fever when I had a cold."
熱心,ねっしん,"adj-na,n",zeal; enthusiasm,"熱心に勉強する
to study with zeal (to study hard)"
片付ける,かたづける,vt,to tidy up; to put away,"終わったらおもちゃを片付けてね。
Put away your toys when you are done."
特に,とくに,adv,particularly; especially,"「他に質問ありますか？」「特にないです。」
Are there any other questions?  Nothing in particular."
特別,とくべつ,"adj-na,adv,n,adj-no",special,"誕生日だから特別な日だよ。
It is a special day because it is my birthday."
特急,とっきゅう,n,"limited express (train, faster than an express)","特急が一番早いので便利です。
The special express is convenient because it is the fastest."
珍しい,めずらしい,adj-i,unusual; rare,"こんな遅く寝るのは珍しいので、とても眠いです。
It is rare for me to go to bed this late, so I am very sleepy."
理由,りゆう,n,reason; motive,"遅れた理由を説明してください。
Please explain the reason you were late."
生きる,いきる,vi,to live; to exist,"家族が亡くなれば、生きる理由がなくなる。
If my family dies, I will lose my reason for living."
生活,せいかつ,"n,vs",life (one's daily existence); livelihood,"仕事がなければ生活ができない。
I can't make a living without a job."
生産,せいさん,"n,vs",production; manufacture,"その工場は電気製品を生産する。
The factory produces electronic goods."
産業,さんぎょう,"n,adj-no",industry,"経済産業省
Ministry of Economy, Trade, and Industry"
用,よう,"n,n-suf",business; task | use; purpose,"子供用の製品
products for children"
用事,ようじ,n,things to do; errand; business (to take care of),"ごめん、明日の午後に用事があるから行けない。
Sorry, I can't go because I have plans tomorrow afternoon."
用意,ようい,"n,vs",preparation; arrangements,"彼は美味しそうな食事を用意してくれました。
He prepared a delicious looking meal for me."
田舎,いなか,"n,adj-no",rural area; countryside,"東京にいたら見えないのに、田舎に行ったら星がいっぱい見えます。
When you are in Tokyo you can't see them, but if you go to the country side you can see many stars."
申し上げる,もうしあげる,vt,(hum) to say; to tell,"お客さんに原因を申し上げる
to explain the cause to the customer"
申す,もうす,vt,(hum) to say; to be called,"田中と申します。
I am Tanaka."
男性,だんせい,"n,adj-no",man; male,"男性のトイレはどこですか？
Where is the men's toilet?"
留守,るす,"n,vs,adj-no",absence; being away from home,"留守している間、犬の世話をお願いしますね。
Please take care of my dog while I am away."
番組,ばんぐみ,n,program (e.g. TV),"テレビが壊れているから昨日の番組は見れなかった。
My TV is broken, so I couldn't watch the program yesterday."
畳,たたみ,n,tatami mat,"和室に畳があります。
There is a tatami mat in the Japanese-style room."
痩せる,やせる,vi,to become thin; to lose weight,"夏にダイエットして5キロ以上痩せたいです。
I want to diet during summer and lose at least 5 kg."
発音,はつおん,"n,vs",pronunciation,"中国語の発音が日本語と全然違う。
Chinese and Japanese pronunciations are completely different."
皆,みんな、みな,"adv,n",everyone; everybody,"皆が聞こえるように大きな声で話しなさい。
Speak loudly so that everyone can hear."
盗む,ぬすむ,vt,to steal,"泥棒が彼女の車を盗んだ。
The robber stole her car."
盛ん,さかん,adj-na,popular | energetic,"日本で相撲は盛んなスポーツです。
Sumo is a popular sport in Japan."
直す,なおす,vt,to fix; to correct; to repair,"パソコンが壊れているからトムに直してもらうつもりです。
My PC is broken so I plan to have Tom fix it."
直る,なおる,vi,to be repaired; to be fixed,"パソコンが壊れていたけど、トムが手伝ってくれて直った。
My PC was broken, but Tom helped me and it is fixed."
相談,そうだん,"n,vs",consultation; discussion,"法律は弁護士に相談した方が良いです。
As for the law, you should consult a lawyer."
看護師,かんごし,n,nurse,"首が痛ければ、看護師に枕を変えてもらった方が良いですよ。
If your neck hurts, you should have the nurse change your pillow."
真中,まんなか,n,middle; center,"じゃまなので、廊下の真ん中に置かないでください。
It is a hindrance, so don't put it in the middle of the hallway."
真面目,まじめ,"adj-na,n",diligent; serious; honest,"山本さんはそんな真面目なタイプの人ですね。
Mr. Yamamoto is that kind of serious person."
眠い,ねむい,adj-i,sleepy,"こんな遅く寝るのは珍しいので、とても眠いです。
It is rare for me to go to bed this late, so I am very sleepy."
眠る,ねむる,vi,to sleep,"娘のことを心配していて、昨日眠れなかった。
I couldn't sleep last night because I was worrying about my daughter."
着物,きもの,n,kimono (or other trad. Japanese clothing),"特別なイベントなので着物を着てください。
Please wear a kimono because it is a special event."
知らせる,しらせる,vt,to notify; to inform,"問題があれば上司にすぐ知らせてください。
If there is a problem, please notify your superior immediately."
石,いし,n,stone; rock; gem,"危ないから石を投げないで。
Don't throw rocks because it is dangerous."
砂,すな,n,sand,"砂が嫌いなので、ビーチにあまり行かない。
I hate sand, so I don't often go to the beach."
研究,けんきゅう,"n,vs",study; research,"数学の研究が難しすぎる。
Mathematics research is too difficult."
研究室,けんきゅうしつ,n,laboratory,"先生が研究室にいるんですが、後でオフィスに戻ります。
The teacher is in the laboratory now, but he will return to his office later."
硬い,かたい,adj-i,hard (opposite of soft: やわらかい),"石が硬いから投げないで。
The rock is hard, so don't throw it."
確か,たしか,"adj-na,n,adv",sure; definite | true,"この教科書が高いのは確かですが、読みやすいかどうかわかりません。
That this textbook is expensive is true, but I do not know if it is easy to read."
社会,しゃかい,n,society,"あの法律は社会にいいです。
That law is good for society."
社長,しゃちょう,n,company president,"大きい会社の社長になりたい。
I want to become the president of a large company."
祈る,いのる,vt,to pray; to wish,"宝くじが当たるように祈ります。
I pray that I will win the lottery."
祖母,そぼ,"n,adj-no",(my) grandmother,"祖母が80歳なのに、毎日水泳をしています。
My grandmother is 80, but still swims everyday."
祖父,そふ,"n,adj-no",(my) grandfather,"祖父が80歳で亡くなりました。
My grandfather died at 80."
神社,じんじゃ,n,Shinto shrine,"お正月に神社に行きました。
I went to the shrine on New Year's Day."
祭り,まつり,n,festival,"今週の土曜日にお祭りがありますが、行きませんか？
There is a festival this week Saturday, won't you go?"
科学,かがく,n,science,"科学が面白いので、勉強したいです。
Science is interesting so I want to study it."
移る,うつる,vi,to move; to transfer,"ここが空いているので、前の席に移ってください。
It is empty here, so move to a seat in the front."
空く (あく),あく,vi,to be open; to become empty,"ここが空いているので、前の席に移ってください。
It is empty here, so move to a seat in the front."
空く (すく),すく,vi,to become less crowded; to get empty,"終電の時間になって、この居酒屋が空いてきた。
It was time for the last train and this izakaya became less crowded."
空気,くうき,n,air; atmosphere | mood; situation,"メキシコ市の空気が汚くて、息しにくい。
The air in Mexico City is polluted and it is difficult to breath."
空港,くうこう,n,airport,"空港に着いたらすぐに連絡します。
I'll contact you  as soon as I am at the airport."
立てる,たてる,vt,to stand up; to erect,"犬は耳を立てました。
The dog stood his ears up."
競争,きょうそう,"n,vs",competition; race,"あの建物まで競争しよう。
Let's race to that building."
笑う,わらう,vi,to laugh; to smile,"面白いから笑った。
I laughed because it was funny."
答,こたえ,n,answer; reply,"この答が正しいかどうか分かりません。
I don't know if this answer is correct."
